1.0,4.2
4.0,4.2
7.0,4.3
10.0,4.1
17.0,4.1
20.0,4.1
27.0,4.2
36.0,4.2
43.0,4.1
46.0,4.2
53.0,4.2
54.0,4.0
55.0,4.1
56.0,4.0
64.0,4.2
65.0,4.3
67.0,4.3
69.0,4.1
74.0,4.0
76.0,4.2
81.0,4.4
82.0,4.0
86.0,4.3
88.0,4.2
91.0,4.7
97.0,4.5
101.0,4.7
103.0,4.0
105.0,4.3
106.0,4.0
112.0,4.2
121.0,4.4
124.0,4.1
125.0,4.1
126.0,4.0
128.0,4.3
129.0,4.0
130.0,4.3
138.0,4.5
150.0,4.0
152.0,4.1
153.0,4.0
156.0,4.2
161.0,4.5
162.0,4.1
164.0,4.4
177.0,4.1
183.0,4.1
184.0,4.1
186.0,4.3
187.0,4.1
196.0,4.1
205.0,4.1
210.0,4.0
213.0,4.2
215.0,4.5
220.0,4.2
222.0,4.1
230.0,4.1
231.0,4.2
233.0,4.6
234.0,4.3
235.0,4.1
239.0,4.2
244.0,4.1
248.0,4.2
255.0,4.0
257.0,4.5
259.0,4.0
265.0,4.2
266.0,4.5
270.0,4.2
274.0,4.2
275.0,4.2
283.0,5.0
285.0,4.2
288.0,4.6
291.0,4.1
299.0,4.2
300.0,4.2
307.0,4.6
309.0,4.0
311.0,4.1
316.0,4.1
320.0,4.2
322.0,4.4
325.0,4.0
330.0,4.0
332.0,4.3
336.0,4.3
339.0,4.0
341.0,4.2
343.0,4.0
345.0,4.4
346.0,4.3
356.0,4.4
366.0,4.1
367.0,4.3
372.0,4.5
374.0,4.4
375.0,4.1
376.0,4.1
379.0,4.3
381.0,4.1
382.0,4.0
399.0,4.2
404.0,4.1
408.0,4.3
412.0,4.4
413.0,4.4
417.0,4.0
420.0,4.4
421.0,4.2
427.0,4.1
437.0,4.3
446.0,4.8
447.0,4.9
450.0,4.2
451.0,4.5
452.0,4.4
455.0,4.2
466.0,4.1
469.0,4.3
472.0,4.0
473.0,4.2
485.0,4.0
486.0,4.0
494.0,4.2
496.0,4.3
502.0,4.0
503.0,4.4
505.0,4.2
514.0,4.2
518.0,4.3
521.0,4.3
523.0,4.0
527.0,4.0
529.0,4.2
537.0,4.3
538.0,4.5
543.0,4.1
553.0,4.2
567.0,4.6
568.0,4.5
574.0,4.2
577.0,4.5
582.0,4.3
583.0,4.0
584.0,4.3
586.0,4.5
588.0,4.1
590.0,4.2
592.0,4.4
594.0,4.3
597.0,4.5
605.0,4.0
607.0,4.2
609.0,4.4
615.0,4.1
617.0,4.0
623.0,4.2
626.0,4.0
630.0,4.3
634.0,4.0
635.0,4.3
636.0,4.1
638.0,4.2
640.0,4.3
641.0,4.0
642.0,4.1
645.0,4.5
653.0,4.2
657.0,4.0
661.0,4.6
664.0,4.0
671.0,4.2
674.0,4.3
681.0,4.2
682.0,4.8
690.0,4.3
691.0,4.2
703.0,4.1
714.0,4.2
716.0,4.2
725.0,4.2
733.0,4.1
739.0,4.4
740.0,4.2
750.0,4.3
755.0,4.1
760.0,4.2
761.0,4.5
764.0,4.5
767.0,4.0
768.0,4.4
775.0,4.0
784.0,4.0
786.0,4.0
790.0,4.3
797.0,4.0
806.0,4.2
809.0,4.0
811.0,4.2
814.0,4.0
815.0,4.0
817.0,4.0
829.0,4.2
831.0,4.1
833.0,4.0
834.0,4.2
838.0,4.1
840.0,4.2
848.0,4.2
852.0,4.2
857.0,4.2
858.0,4.2
863.0,4.2
864.0,4.1
875.0,4.1
878.0,4.1
879.0,4.0
882.0,4.1
884.0,4.0
885.0,4.1
894.0,4.5
898.0,4.0
902.0,4.2
914.0,4.3
917.0,4.0
926.0,4.2
928.0,4.3
931.0,4.0
932.0,4.4
943.0,4.3
946.0,4.3
951.0,4.5
953.0,4.7
957.0,4.3
962.0,4.1
965.0,4.1
968.0,4.1
969.0,4.2
979.0,4.0
982.0,4.2
983.0,4.1
985.0,4.2
987.0,4.0
989.0,4.7
994.0,4.2
998.0,4.1
1000.0,4.1
1002.0,4.1
1003.0,4.1
1005.0,4.1
1007.0,4.2
1018.0,4.2
1021.0,4.7
1023.0,4.1
1031.0,4.1
1036.0,4.3
1040.0,4.2
1041.0,4.3
1052.0,4.3
1062.0,4.5
1063.0,4.2
1071.0,4.4
1072.0,4.0
1073.0,4.2
1075.0,4.0
1077.0,4.0
1081.0,4.1
1082.0,4.3
1092.0,4.0
1098.0,4.2
1108.0,4.1
1110.0,4.3
1111.0,4.1
1129.0,4.1
1131.0,4.8
1132.0,4.3
1134.0,4.4
1143.0,4.3
1157.0,4.2
1170.0,4.0
1171.0,4.3
1175.0,4.2
1176.0,4.1
1180.0,4.4
1186.0,4.3
1188.0,4.1
1190.0,4.1
1191.0,4.3
1192.0,4.4
1197.0,4.2
1208.0,4.0
1215.0,4.0
1217.0,4.2
1224.0,4.0
1225.0,4.1
1232.0,4.2
1234.0,4.3
1241.0,4.2
1245.0,4.3
1250.0,4.2
1252.0,4.0
1254.0,4.1
1256.0,4.3
1258.0,4.3
1268.0,4.3
1269.0,4.2
1271.0,4.3
1275.0,4.5
1276.0,4.2
1282.0,4.0
1289.0,4.3
1290.0,4.2
1302.0,4.2
1305.0,4.3
1306.0,4.2
1307.0,4.3
1315.0,4.5
1320.0,4.0
1322.0,4.1
1324.0,4.0
1330.0,4.2
1336.0,4.1
1338.0,4.0
1343.0,4.4
1349.0,4.7
1351.0,4.2
1355.0,4.2
1361.0,4.2
1363.0,4.3
1364.0,4.0
1368.0,4.1
1371.0,4.3
1378.0,4.5
1382.0,4.1
1388.0,4.0
1393.0,4.1
1400.0,4.2
1402.0,4.1
1407.0,4.1
1409.0,4.2
1410.0,4.1
1423.0,4.2
1428.0,4.2
1430.0,4.2
1437.0,4.5
1443.0,4.2
1446.0,4.5
1452.0,4.1
1456.0,4.0
1459.0,4.0
1469.0,4.0
1477.0,4.1
1479.0,4.1
1481.0,4.4
1488.0,4.0
1490.0,4.1
1507.0,4.2
1511.0,4.1
1513.0,4.1
1518.0,4.5
1526.0,4.2
1528.0,4.1
1532.0,4.1
1536.0,4.2
1539.0,4.3
1541.0,4.4
1555.0,4.4
1558.0,4.1
1561.0,4.0
1568.0,4.0
1569.0,4.6
1577.0,4.1
1578.0,4.3
1586.0,4.4
1588.0,4.2
1591.0,4.3
1595.0,4.0
1602.0,4.1
1604.0,4.2
1618.0,4.2
1619.0,4.0
1623.0,4.2
1638.0,4.2
1643.0,4.3
1645.0,4.1
1654.0,4.4
1663.0,4.1
1670.0,4.8
1673.0,4.4
1681.0,4.1
1682.0,4.4
1684.0,4.0
1692.0,4.5
1697.0,4.2
1699.0,4.3
1702.0,4.5
1703.0,4.0
1704.0,4.2
1707.0,4.4
1718.0,4.5
1720.0,4.0
1722.0,4.2
1724.0,4.1
1727.0,4.0
1728.0,4.2
1732.0,4.5
1734.0,4.3
1744.0,4.1
1746.0,4.4
1751.0,4.5
1764.0,4.1
1771.0,4.3
1789.0,4.2
1795.0,4.4
1797.0,4.2
1802.0,4.0
1805.0,4.1
1806.0,4.2
1816.0,4.1
1830.0,4.1
1834.0,4.1
1835.0,4.1
1836.0,4.2
1842.0,4.1
1846.0,4.0
1847.0,4.3
1853.0,4.1
1856.0,4.7
1857.0,4.2
1862.0,4.4
1863.0,4.5
1866.0,4.1
1881.0,4.4
1885.0,4.1
1892.0,4.3
1894.0,4.2
1895.0,4.0
1896.0,4.2
1901.0,4.2
1903.0,4.0
1905.0,4.1
1913.0,4.3
1926.0,4.1
1940.0,4.7
1949.0,4.2
1959.0,4.5
1963.0,4.2
1966.0,4.3
1971.0,4.3
1972.0,4.4
1983.0,4.1
1986.0,4.6
1991.0,4.3
1994.0,4.2
1996.0,4.0
1997.0,4.1
2002.0,4.1
2003.0,4.4
2009.0,4.0
2014.0,4.3
2027.0,4.0
2034.0,4.2
2044.0,4.2
2045.0,4.0
2048.0,4.1
2049.0,4.2
2055.0,4.2
2056.0,4.1
2061.0,4.3
2062.0,4.1
2065.0,4.4
2066.0,4.1
2070.0,4.4
2080.0,4.3
2082.0,4.3
2083.0,4.4
2091.0,4.1
2094.0,4.1
2096.0,4.2
2107.0,4.1
